id,age,gender,ideology,pid,degree,industry,worried,happening,need_policy,c_fedgov,c_corps,c_farmers,c_public,1_loop1,2_loop1,3_loop1,4_loop1,5_loop1,6_loop1,7_loop1,8_loop1,10_loop1,11_loop1,12_loop1,13_loop1,14_loop1,15_loop1,16_loop1,17_loop1,18_loop1,19_loop1,20_loop1,21_loop1,22_loop1,23_loop1,24_loop1,25_loop1,26_loop1,27_loop1,28_loop1,29_loop1,30_loop1,31_loop1,32_loop1,33_loop1,34_loop1,1_loop2,2_loop2,3_loop2,4_loop2,5_loop2,6_loop2,7_loop2,8_loop2,9_loop2,10_loop2,11_loop2,12_loop2,13_loop2,14_loop2,15_loop2,16_loop2,17_loop2,18_loop2,19_loop2,20_loop2,21_loop2,22_loop2,23_loop2,24_loop2,25_loop2,26_loop2,27_loop2,28_loop2,29_loop2,30_loop2,31_loop2,32_loop2,33_loop2,1_loop3,2_loop3,3_loop3,4_loop3,5_loop3,6_loop3,7_loop3,8_loop3,9_loop3,10_loop3,11_loop3,12_loop3,13_loop3,14_loop3,15_loop3,16_loop3,17_loop3,18_loop3,19_loop3,20_loop3,21_loop3,22_loop3,23_loop3,24_loop3,25_loop3,26_loop3,27_loop3,28_loop3,29_loop3,30_loop3,31_loop3,32_loop3,33_loop3,four_just_1,four_just_2,four_just_3,four_just_4,comments_overall,pid3,ideo3,lib,con,ideo7,age_groups,degree2,bach_more,ind,worried_cat,need_cat,age_cat,pid_cat,bach_cat,gender_cat,ideo_cat,conf_cat,loop,sm_np,sm_sup,sm_score
32,36,Female,Liberal,Democrat,"Associate degree, junior college, or technical program",Other services,2,2,2,0,0,1,1,Strongly favor,Strongly oppose,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Strongly favor,Somewhat oppose,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Strongly favor,Somewhat oppose,Somewhat oppose,Somewhat favor,Somewhat favor,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Don't know enough to say,Somewhat favor,Somewhat favor,Strongly favor,Strongly favor,Strongly oppose,Strongly favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat important,Somewhat important,Extremely important,Extremely important,NA,Democrat,Liberal,1,0,-2,35-44,Assoc/tech,0,Other services,Worried,Need policy,Younger,Democrat,Less than bach,Female,Liberal,Doubt,1,0.6666666666666667,0.84375,1.2121212121212122
33,61,Female,Liberal,Democrat,Advanced degree,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",1,1,1,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly favor,Somewhat oppose,Somewhat favor,Somewhat favor,Strongly favor,Somewhat favor,Somewhat favor,Somewhat oppose,Somewhat favor,Somewhat favor,Don't know enough to say,Somewhat favor,Don't know enough to say,Somewhat favor,Don't know enough to say,Don't know enough to say,Somewhat oppose,Somewhat oppose,Don't know enough to say,Somewhat favor,Somewhat favor,Strongly favor,Don't know enough to say,Don't know enough to say,Somewhat favor,Somewhat favor,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Somewhat favor,Somewhat oppose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat important,Very important,Extremely important,Extremely important,NA,Democrat,Liberal,1,0,-2,55-64,Advanced,0,Retail/logistics,Worried,Need policy,Older,Democrat,Less than bach,Female,Liberal,Confidence,2,0.48484848484848486,0.8076923076923077,0.6666666666666667
34,41,Female,"Moderate, middle of the road","Independent, leans Republican",High school,"Agriculture, forestry and fishing",1,1,1,2,1,2,1,Strongly favor,Somewhat oppose,Strongly oppose,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat oppose,Somewhat oppose,Don't know enough to say,Strongly favor,Somewhat favor,Don't know enough to say,Strongly favor,Somewhat favor,Don't know enough to say,Somewhat oppose,Somewhat favor,Strongly favor,Somewhat favor,Somewhat oppose,Somewhat favor,Don't know enough to say,Strongly favor,Somewhat favor,Strongly favor,Somewhat favor,Somewhat favor,Somewhat favor,Strongly favor,Somewhat favor,Strongly oppose,Somewhat oppose,Somewhat favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very important,Extremely important,Extremely important,Extremely important,NA,Ind/Other,Moderate,0,0,0,35-44,HS or less/NA,0,Agriculture,Worried,Need policy,Younger,NA,Less than bach,Female,NA,Confidence,1,0.39393939393939387,0.7241379310344828,0.5454545454545454
35,36,Female,"Moderate, middle of the road","Independent, leans Republican","Associate degree, junior college, or technical program","Wholesale and retail trade, transportation and storage, accommodation and food service activities",0,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Strongly oppose,Somewhat favor,Don't know enough to say,Don't know enough to say,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Don't know enough to say,Somewhat favor,Don't know enough to say,Don't know enough to say,Somewhat oppose,Somewhat favor,Somewhat favor,Somewhat oppose,Somewhat oppose,Somewhat favor,Somewhat favor,Somewhat favor,Don't know enough to say,Somewhat oppose,Somewhat favor,Strongly oppose,Somewhat favor,Somewhat favor,Strongly oppose,Very important,Very important,Very important,Extremely important,"no, thank you!",Ind/Other,Moderate,0,0,0,35-44,Assoc/tech,0,Retail/logistics,Not worried,Need policy,Younger,NA,Less than bach,Female,NA,Doubt,3,0.3939393939393939,0.7407407407407407,0.3333333333333335
36,51,Female,Extremely liberal,Strong Democrat,Bachelor's degree,Other services,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Strongly favor,Strongly oppose,Strongly favor,Don't know enough to say,Strongly favor,Strongly favor,Don't know enough to say,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Don't know enough to say,Strongly favor,Strongly favor,Don't know enough to say,Strongly favor,Strongly favor,Don't know enough to say,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly oppose,Strongly favor,Strongly favor,Don't know enough to say,Extremely important,Somewhat important,Extremely important,Extremely important,NA,Democrat,Liberal,1,0,-3,45-54,Bachelor,1,Other services,Worried,Need policy,Older,Democrat,Bach or more,Female,Liberal,Doubt,3,0.696969696969697,0.9259259259259259,1.3333333333333333
37,23,Female,Leaning liberal,"Independent, leans Democrat",Bachelor's degree,"Professional, scientific, technical, administration and support service activities",2,2,2,1,1,2,1,Strongly favor,Somewhat oppose,Somewhat favor,Somewhat favor,Don't know enough to say,Strongly favor,Strongly favor,Don't know enough to say,Don't know enough to say,Somewhat favor,Strongly favor,Don't know enough to say,Strongly favor,Somewhat favor,Don't know enough to say,Don't know enough to say,Don't know enough to say,Don't know enough to say,Somewhat favor,Somewhat favor,Don't know enough to say,Don't know enough to say,Strongly favor,Somewhat favor,Somewhat favor,Strongly favor,Strongly favor,Somewhat favor,Somewhat favor,Strongly favor,Strongly favor,Don't know enough to say,Strongly favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely important,Extremely important,Extremely important,Extremely important,NA,Ind/Other,Moderate,0,0,-1,18-24,Bachelor,1,Professional,Worried,Need policy,Younger,NA,Bach or more,Female,NA,Doubt,1,0.6060606060606061,0.9545454545454546,0.9393939393939394
38,25,Female,Leaning liberal,"Independent, leans Democrat","Associate degree, junior college, or technical program",Other services,2,2,-2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly favor,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Somewhat favor,Somewhat oppose,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat oppose,Strongly favor,Somewhat favor,Strongly favor,Don't know enough to say,Don't know enough to say,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat oppose,Strongly favor,Somewhat favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very important,Very important,Extremely important,Extremely important,NA,Ind/Other,Moderate,0,0,-1,25-34,Assoc/tech,0,Other services,Worried,No need,Younger,NA,Less than bach,Female,NA,Doubt,2,0.7575757575757576,0.9032258064516129,1.3333333333333335
39,56,Female,Liberal,Strong Democrat,High school,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",2,2,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat favor,Somewhat oppose,Somewhat oppose,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly oppose,Somewhat favor,Somewhat favor,Somewhat favor,Strongly favor,Strongly oppose,Strongly favor,Somewhat oppose,Somewhat oppose,Somewhat oppose,Strongly oppose,Somewhat favor,Strongly favor,Somewhat oppose,Strongly favor,Strongly oppose,Somewhat oppose,Somewhat favor,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Somewhat oppose,Strongly favor,Strongly favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely important,Very important,Very important,Very important,I thought that the questions and instructions were easy to understand.,Democrat,Liberal,1,0,-2,55-64,HS or less/NA,0,Retail/logistics,Worried,Need policy,Older,Democrat,Less than bach,Female,Liberal,Doubt,2,0.27272727272727276,0.6363636363636364,0.5454545454545455
40,31,Male,Liberal,Democrat,Bachelor's degree,"Public administration, defence, education, human health and social work activities",2,2,2,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat favor,Somewhat favor,Strongly favor,Don't know enough to say,Strongly favor,Somewhat favor,Somewhat oppose,Strongly favor,Strongly favor,Don't know enough to say,Strongly favor,Strongly favor,Strongly favor,Don't know enough to say,Somewhat oppose,Somewhat favor,Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat oppose,Strongly favor,Somewhat oppose,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat oppose,Somewhat oppose,Strongly favor,Strongly favor,Strongly oppose,Very important,Very important,Somewhat important,Extremely important,No everything was clear and easy to follow.,Democrat,Liberal,1,0,-2,25-34,Bachelor,1,Public admin,Worried,Need policy,Younger,Democrat,Bach or more,Male,Liberal,Doubt,3,0.24242424242424251,0.6333333333333333,0.6363636363636364
41,50,Male,Leaning conservative,"Independent, leans Republican",Advanced degree,Information and communication,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly favor,Somewhat favor,Somewhat favor,Strongly favor,Somewhat favor,Strongly favor,Somewhat oppose,Somewhat oppose,Somewhat favor,Somewhat favor,Strongly favor,Somewhat favor,Somewhat oppose,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat oppose,Somewhat oppose,Somewhat oppose,Strongly favor,Somewhat oppose,Strongly favor,Strongly oppose,Strongly favor,Somewhat oppose,Strongly favor,Strongly favor,Somewhat oppose,Strongly favor,Strongly favor,Somewhat oppose,Somewhat favor,Somewhat favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely important,Extremely important,Very important,Very important,NA,Ind/Other,Moderate,0,0,1,45-54,Advanced,0,Info/comms,Worried,Need policy,Older,NA,Less than bach,Male,NA,Doubt,2,0.3333333333333335,0.6666666666666667,0.6363636363636365
42,35,Female,Liberal,Democrat,Bachelor's degree,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",1,1,1,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Don't know enough to say,Strongly oppose,Somewhat favor,Somewhat favor,Strongly oppose,Somewhat favor,Somewhat favor,Somewhat favor,Strongly oppose,Somewhat favor,Strongly favor,Somewhat favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat favor,Strongly oppose,Strongly oppose,Somewhat favor,Somewhat favor,Strongly oppose,Somewhat important,Very important,Very important,Very important,NA,Democrat,Liberal,1,0,-2,35-44,Bachelor,1,Retail/logistics,Worried,Need policy,Younger,Democrat,Bach or more,Female,Liberal,NA,3,0.18181818181818188,0.59375,-0.18181818181818185
43,49,Female,Extremely conservative,Strong Republican,"Associate degree, junior college, or technical program","Manufacturing, mining and quarrying and other industry",2,2,2,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly favor,Strongly favor,Strongly oppose,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly oppose,Strongly favor,Strongly favor,Strongly favor,Strongly oppose,Strongly oppose,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly oppose,Somewhat oppose,Strongly oppose,Strongly favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly favor,Strongly favor,Strongly oppose,Strongly favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very important,Extremely important,Extremely important,Extremely important,NA,Republican,Conservative,0,1,3,45-54,Assoc/tech,0,Manufacturing,Worried,Need policy,Older,Republican,Less than bach,Female,Conservative,Confidence,2,0.15151515151515157,0.5757575757575758,0.33333333333333315
44,34,Male,Extremely conservative,Strong Republican,Bachelor's degree,"Public administration, defence, education, human health and social work activities",-2,-2,-2,0,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly favor,Strongly oppose,Strongly oppose,Somewhat oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat favor,Strongly oppose,Somewhat favor,Strongly oppose,Strongly oppose,Strongly favor,Strongly favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly favor,Strongly favor,Strongly oppose,Somewhat favor,Strongly oppose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely important,Extremely important,Not al all important,Not al all important,NA,Republican,Conservative,0,1,3,25-34,Bachelor,1,Public admin,Not worried,No need,Younger,Republican,Bach or more,Male,Conservative,Doubt,2,-0.4545454545454545,0.2727272727272727,-0.9696969696969697
45,62,Male,Conservative,Strong Republican,High school,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",1,1,-1,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly oppose,Strongly oppose,Strongly favor,Somewhat favor,Somewhat oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat favor,Somewhat oppose,Somewhat favor,Strongly favor,Strongly oppose,Somewhat favor,Somewhat favor,Strongly oppose,Strongly oppose,Somewhat favor,Somewhat oppose,Somewhat oppose,Somewhat favor,Strongly oppose,Don't know enough to say,Strongly favor,Strongly oppose,Strongly favor,Somewhat oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely important,Very important,Extremely important,Extremely important,NA,Republican,Conservative,0,1,2,55-64,HS or less/NA,0,Retail/logistics,Worried,No need,Older,Republican,Less than bach,Male,Conservative,Doubt,2,-0.30303030303030315,0.34375,-0.6666666666666667
46,25,Female,Liberal,Republican,Bachelor's degree,"Manufacturing, mining and quarrying and other industry",1,2,1,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat favor,Somewhat oppose,Somewhat oppose,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat favor,Somewhat oppose,Somewhat favor,Strongly oppose,Somewhat favor,Strongly favor,Strongly favor,Somewhat oppose,Strongly oppose,Somewhat favor,Somewhat favor,Strongly oppose,Strongly favor,Somewhat oppose,Somewhat oppose,Somewhat favor,Somewhat favor,Strongly oppose,Somewhat favor,Strongly favor,Strongly oppose,Somewhat oppose,Strongly favor,Somewhat oppose,Somewhat favor,Strongly oppose,Somewhat oppose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very important,Somewhat important,Extremely important,Extremely important,No,Republican,Liberal,1,0,-2,25-34,Bachelor,1,Manufacturing,Worried,Need policy,Younger,Republican,Bach or more,Female,Liberal,Confidence,2,-0.09090909090909095,0.45454545454545453,-0.21212121212121218
47,40,Male,Conservative,Republican,Advanced degree,"Professional, scientific, technical, administration and support service activities",1,2,2,2,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat oppose,Somewhat favor,Strongly favor,Strongly favor,Somewhat favor,Somewhat oppose,Somewhat oppose,Strongly oppose,Somewhat favor,Strongly favor,Somewhat oppose,Somewhat favor,Somewhat favor,Somewhat favor,Strongly favor,Strongly favor,Strongly oppose,Somewhat oppose,Somewhat favor,Strongly favor,Somewhat favor,Somewhat oppose,Strongly favor,Strongly oppose,Somewhat oppose,Somewhat favor,Strongly favor,Somewhat favor,Somewhat favor,Somewhat oppose,Somewhat favor,Somewhat oppose,Somewhat oppose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very important,Somewhat important,Extremely important,Extremely important,NA,Republican,Conservative,0,1,2,35-44,Advanced,0,Professional,Worried,Need policy,Younger,Republican,Less than bach,Male,Conservative,Confidence,2,0.2121212121212121,0.6060606060606061,0.36363636363636354
48,51,Male,Conservative,Republican,Advanced degree,"Professional, scientific, technical, administration and support service activities",-1,1,-1,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly favor,Somewhat oppose,Somewhat favor,Somewhat oppose,Somewhat oppose,Somewhat oppose,Strongly oppose,Somewhat oppose,Somewhat favor,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat favor,Strongly oppose,Strongly oppose,Strongly oppose,Somewhat oppose,Somewhat favor,Strongly oppose,Somewhat favor,Somewhat favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Extremely important,Extremely important,Extremely important,Extremely important,NA,Republican,Conservative,0,1,2,45-54,Advanced,0,Professional,Not worried,No need,Older,Republican,Less than bach,Male,Conservative,Doubt,3,-0.5757575757575758,0.2121212121212121,-1.121212121212121
49,28,Female,Liberal,Democrat,Advanced degree,"Public administration, defence, education, human health and social work activities",1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat favor,Somewhat oppose,Don't know enough to say,Somewhat favor,Don't know enough to say,Somewhat oppose,Somewhat favor,Somewhat oppose,Somewhat favor,Somewhat favor,Don't know enough to say,Somewhat favor,Somewhat favor,Somewhat favor,Don't know enough to say,Somewhat oppose,Somewhat favor,Don't know enough to say,Somewhat favor,Somewhat favor,Don't know enough to say,Don't know enough to say,Don't know enough to say,Don't know enough to say,Somewhat oppose,Somewhat favor,Somewhat favor,Don't know enough to say,Somewhat favor,Somewhat favor,Somewhat oppose,Somewhat favor,Don't know enough to say,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat important,Somewhat important,Somewhat important,Very important,NA,Democrat,Liberal,1,0,-2,25-34,Advanced,0,Public admin,Worried,Need policy,Younger,Democrat,Less than bach,Female,Liberal,Doubt,2,0.3030303030303031,0.7272727272727273,0.3030303030303031
50,30,Female,"Moderate, middle of the road",Independent,"Associate degree, junior college, or technical program",Other services,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat favor,Somewhat oppose,Somewhat oppose,Somewhat favor,Strongly favor,Somewhat favor,Somewhat oppose,Strongly oppose,Don't know enough to say,Somewhat favor,Somewhat favor,Somewhat favor,Somewhat oppose,Somewhat favor,Strongly favor,Don't know enough to say,Don't know enough to say,Somewhat oppose,Somewhat oppose,Somewhat favor,Don't know enough to say,Strongly favor,Don't know enough to say,Don't know enough to say,Somewhat oppose,Don't know enough to say,Somewhat favor,Somewhat favor,Don't know enough to say,Don't know enough to say,Somewhat oppose,Somewhat favor,Somewhat favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely important,Very important,Somewhat important,Very important,N/A Thank you for letting me participate!,Ind/Other,Moderate,0,0,0,25-34,Assoc/tech,0,Other services,Worried,Need policy,Younger,NA,Less than bach,Female,NA,Doubt,2,0.18181818181818177,0.625,0.24242424242424243
51,31,Female,Liberal,Independent,Bachelor's degree,Other services,2,2,2,0,0,1,1,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Somewhat favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,Strongly favor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very important,Not very important,Extremely important,Extremely important,No.,Ind/Other,Liberal,1,0,-2,25-34,Bachelor,1,Other services,Worried,Need policy,Younger,NA,Bach or more,Female,Liberal,Doubt,1,1,1,1.878787878787879
